# BUSCO version is: 2.0 
# The lineage dataset is: embryophyta_odb9 (Creation date: 2016-02-13, number of species: 30, number of BUSCOs: 1440)
# To reproduce this run: python /usr/local/igbb/busco_v2/BUSCO.py -i /scratch/thrash/shane.gossypiumD//analysis/assemble/D10-7/D10-7.k115.filtered.fa -o D10-7.k115 -l /scratch/thrash/shane.gossypiumD//analysis/annotation/busco/db/embryophyta_odb9/ -m genome -c 20 --long -t tmp_D10-7.k115 -sp arabidopsis
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG093605PS	Complete	SEQ_607788	56589	60816	954.8	520
EOG093605QW	Missing
EOG093605R5	Complete	SEQ_613379	4457	6591	707.1	497
EOG093605RH	Complete	SEQ_622556	39522	42291	905.0	539
EOG093605RL	Complete	SEQ_619171	29619	34480	1043.0	504
EOG093605SE	Complete	SEQ_581818	8607	12561	283.5	332
EOG093605T0	Complete	SEQ_622814	134945	139605	931.3	507
EOG093605TB	Complete	SEQ_610021	1	3891	749.5	528
EOG093605TG	Complete	SEQ_622914	14897	19793	997.9	494
EOG093605TN	Complete	SEQ_598825	10698	20719	704.8	431
EOG093605TV	Duplicated	SEQ_330397	1	6261	656.0	411
EOG093605TV	Duplicated	SEQ_617488	86554	91769	620.4	404
EOG093605UA	Missing
EOG093605UB	Complete	SEQ_617125	73183	76287	706.5	447
EOG093605UZ	Complete	SEQ_612643	12368	16245	770.9	482
EOG093605VA	Missing
EOG093605VH	Complete	SEQ_611790	7896	19882	1120.0	594
EOG093605XN	Complete	SEQ_620833	30188	37490	997.1	483
EOG093605XW	Complete	SEQ_583503	5662	10501	787.9	499
EOG093605Y2	Complete	SEQ_622768	12106	14490	873.3	538
EOG093605YJ	Complete	SEQ_587553	57927	65407	1009.1	556
EOG093605YX	Complete	SEQ_618537	12236	14700	743.2	445
EOG093605ZP	Missing
EOG09360604	Complete	SEQ_587967	27443	39797	446.0	373
EOG09360607	Complete	SEQ_621697	20104	22144	873.1	492
EOG0936060Z	Complete	SEQ_622771	41072	49586	979.5	503
EOG0936061C	Complete	SEQ_592926	13380	15173	686.5	384
EOG0936063C	Complete	SEQ_594249	11056	13181	885.6	555
EOG09360640	Duplicated	SEQ_579753	6778	8971	952.6	496
EOG09360640	Duplicated	SEQ_585890	19965	22635	949.8	485
EOG0936064Q	Complete	SEQ_605978	3163	6061	738.1	423
EOG0936065V	Complete	SEQ_607708	143606	156708	482.4	371
EOG0936066R	Complete	SEQ_622187	5495	13261	960.0	504
EOG0936066T	Complete	SEQ_618312	7506	12577	1078.2	592
EOG0936066Y	Complete	SEQ_615555	15971	30448	1056.6	481
EOG09360676	Duplicated	SEQ_612642	105609	109077	894.9	470
EOG09360676	Duplicated	SEQ_618751	25461	29101	882.0	470
EOG09360677	Duplicated	SEQ_588838	75	5061	762.3	406
EOG09360677	Duplicated	SEQ_612437	57929	71373	849.5	466
EOG09360679	Complete	SEQ_621486	60734	65335	722.7	447
EOG0936067H	Complete	SEQ_618567	1364	11341	930.9	477
EOG0936068L	Complete	SEQ_609093	35565	45080	966.4	464
EOG0936068S	Complete	SEQ_586231	10516	12760	600.3	421
EOG0936069Q	Complete	SEQ_594027	6098	10361	677.0	429
EOG0936069S	Complete	SEQ_620871	17355	26303	684.2	589
EOG0936069X	Complete	SEQ_598967	31500	36204	806.2	416
EOG093606A7	Complete	SEQ_621306	55494	58471	975.8	470
EOG093606AC	Complete	SEQ_622628	57786	60366	687.2	405
EOG093606C9	Complete	SEQ_596533	11206	25812	908.9	525
EOG093606CH	Complete	SEQ_607641	2056	14462	806.9	425
EOG093606CI	Complete	SEQ_614231	10561	15731	1006.9	494
EOG093606CK	Complete	SEQ_607344	8845	12091	593.3	452
EOG093606D1	Complete	SEQ_613908	2886	7503	1224.8	664
EOG093606G1	Complete	SEQ_618869	46202	49442	865.1	425
EOG093606G2	Complete	SEQ_621718	33628	36320	848.9	491
EOG093606GA	Fragmented	SEQ_610355	19863	21773	754.6	425
EOG093606K5	Duplicated	SEQ_581249	2046	5259	577.5	372
EOG093606K5	Duplicated	SEQ_588343	5206	8570	576.4	394
EOG093606KG	Complete	SEQ_579894	11056	18131	598.2	383
EOG093606KR	Complete	SEQ_581906	19328	21727	961.7	575
EOG093606L0	Complete	SEQ_617198	37949	47468	587.3	453
EOG093606L8	Missing
EOG093606LZ	Duplicated	SEQ_583806	486	7821	856.0	498
EOG093606LZ	Duplicated	SEQ_610081	21313	26924	856.3	539
EOG093606MV	Complete	SEQ_578737	5817	8343	717.1	426
EOG093606MY	Complete	SEQ_607813	33838	50944	1174.8	615
EOG093606N3	Duplicated	SEQ_606060	43960	46555	906.6	432
EOG093606N3	Duplicated	SEQ_607297	17957	21013	907.3	433
EOG093606NA	Duplicated	SEQ_597841	1880	4861	830.1	462
EOG093606NA	Duplicated	SEQ_617572	20469	24309	728.6	448
EOG093606ND	Complete	SEQ_582880	5316	10152	501.1	334
EOG093606NL	Duplicated	SEQ_605065	11956	14927	942.7	531
EOG093606NL	Duplicated	SEQ_605065	126	2902	943.2	531
EOG093606NL	Duplicated	SEQ_607365	88	2871	943.2	531
EOG093606O6	Complete	SEQ_609547	8086	10750	928.8	535
EOG093606O8	Complete	SEQ_620859	16682	35379	1041.5	621
EOG093606O9	Complete	SEQ_614170	22402	25263	951.1	472
EOG093606OC	Complete	SEQ_618432	26912	35803	1698.6	900
EOG093606Q8	Complete	SEQ_599212	1	6801	712.9	413
EOG093606QR	Complete	SEQ_597409	3416	6192	740.4	466
EOG093606RM	Complete	SEQ_608828	4016	8653	958.7	468
EOG093606RP	Complete	SEQ_560221	542	6000	338.4	189
EOG093606S1	Complete	SEQ_622628	2377	7071	863.0	503
EOG093606ST	Complete	SEQ_609239	40982	43653	786.0	447
EOG093606SW	Complete	SEQ_606999	7616	16579	1095.7	612
EOG093606T7	Complete	SEQ_606113	27795	31808	795.8	525
EOG093606UJ	Missing
EOG093606UT	Complete	SEQ_607312	1356	3471	795.3	416
EOG093606VV	Complete	SEQ_607883	52293	56544	878.9	429
EOG093606VY	Complete	SEQ_593606	1593	4131	668.3	397
EOG093606W4	Missing
EOG093606YS	Complete	SEQ_617790	17645	27640	698.3	433
EOG093606ZH	Complete	SEQ_622254	39224	42169	575.1	325
EOG093606ZK	Complete	SEQ_605645	27384	29174	696.8	449
EOG0936070D	Complete	SEQ_612059	34385	41097	898.2	467
EOG0936070W	Complete	SEQ_621935	203680	207774	958.5	506
EOG0936071Y	Missing
EOG09360720	Complete	SEQ_585946	10076	15771	906.2	436
EOG09360725	Complete	SEQ_598344	16274	21474	502.7	392
EOG0936072X	Complete	SEQ_619547	19288	22682	783.8	386
EOG0936072Y	Complete	SEQ_616606	20491	26155	905.7	463
EOG0936073E	Complete	SEQ_580468	2838	7884	887.3	459
EOG09360748	Complete	SEQ_611670	126	4284	614.5	374
EOG0936075Y	Complete	SEQ_604310	9389	11831	759.6	428
EOG0936076E	Complete	SEQ_584114	19529	23512	653.2	420
EOG0936076T	Complete	SEQ_619621	15141	21153	955.0	488
EOG0936077B	Complete	SEQ_578987	5186	10225	687.8	397
EOG0936077I	Complete	SEQ_592679	37412	42956	720.6	437
EOG09360784	Duplicated	SEQ_608881	15157	17390	632.1	441
EOG09360784	Duplicated	SEQ_614541	23018	25129	592.1	370
EOG0936079H	Complete	SEQ_622007	24889	34382	846.2	922
EOG0936079P	Complete	SEQ_621667	20507	31666	391.5	447
EOG093607BZ	Complete	SEQ_616581	211029	216973	1021.3	536
EOG093607D0	Complete	SEQ_580551	3849	19990	798.5	444
EOG093607E0	Complete	SEQ_609110	806	6784	1283.3	744
EOG093607E9	Complete	SEQ_611455	9881	15081	759.5	441
EOG093607EA	Complete	SEQ_584945	4532	7625	542.0	383
EOG093607EB	Complete	SEQ_606820	40943	45924	898.8	417
EOG093607EE	Duplicated	SEQ_578610	16872	21751	515.9	445
EOG093607EE	Duplicated	SEQ_621755	9392	13771	528.2	459
EOG093607FC	Complete	SEQ_607916	6054	9111	631.3	469
EOG093607FH	Complete	SEQ_614547	3338	7997	510.7	384
EOG093607FL	Complete	SEQ_614297	6846	10024	888.1	454
EOG093607GQ	Complete	SEQ_622346	7742	18931	902.1	577
EOG093607HU	Complete	SEQ_591952	16997	20651	915.5	446
EOG093607HY	Complete	SEQ_614466	4756	8651	538.7	402
EOG093607I5	Complete	SEQ_622217	67103	72507	826.4	509
EOG093607I7	Complete	SEQ_622422	10286	14674	946.3	484
EOG093607J8	Complete	SEQ_622708	85190	88135	804.8	397
EOG093607KK	Complete	SEQ_619069	78639	86723	800.7	485
EOG093607LD	Complete	SEQ_620616	22908	25095	771.1	511
EOG093607NG	Complete	SEQ_616359	141199	145987	775.0	469
EOG093607NQ	Duplicated	SEQ_570881	50838	53052	522.9	424
EOG093607NQ	Duplicated	SEQ_618818	6246	8584	513.9	463
EOG093607OL	Complete	SEQ_614131	29257	37958	708.8	403
EOG093607OO	Complete	SEQ_621637	77011	80797	840.0	468
EOG093607OT	Complete	SEQ_621333	14732	17129	918.7	537
EOG093607OZ	Complete	SEQ_616014	24311	30249	435.4	343
EOG093607PL	Complete	SEQ_617522	73108	74887	682.0	458
EOG093607PO	Complete	SEQ_620937	33077	47474	993.2	533
EOG093607QO	Complete	SEQ_619320	64	3881	891.1	467
EOG093607RL	Complete	SEQ_607602	10213	17219	553.5	515
EOG093607RN	Missing
EOG093607RU	Complete	SEQ_620811	81751	84908	785.1	417
EOG093607TC	Complete	SEQ_596229	12502	18781	746.8	368
EOG093607TG	Complete	SEQ_607125	38792	41218	923.9	449
EOG093607TH	Complete	SEQ_617400	298040	306681	805.1	425
EOG093607U8	Complete	SEQ_608538	27639	30029	707.6	464
EOG093607UA	Complete	SEQ_620355	30623	34852	866.2	436
EOG093607UE	Complete	SEQ_621295	18937	32547	674.7	497
EOG093607UJ	Missing
EOG093607UO	Complete	SEQ_622049	46977	50910	707.3	445
EOG093607WA	Complete	SEQ_622407	23657	31496	703.6	443
EOG093607WN	Complete	SEQ_616747	8416	12181	794.2	488
EOG093607XJ	Complete	SEQ_615197	12416	17740	744.8	439
EOG093607YA	Complete	SEQ_620133	60142	62835	739.3	387
EOG093607YB	Complete	SEQ_621496	22928	26232	769.0	411
EOG093607ZG	Complete	SEQ_614073	2096	5276	680.8	366
EOG093607ZP	Missing
EOG093607ZT	Complete	SEQ_606173	13201	16611	781.3	521
EOG09360803	Complete	SEQ_617216	20884	23971	657.8	388
EOG09360806	Missing
EOG0936081F	Complete	SEQ_620985	11194	17397	623.5	415
EOG09360829	Complete	SEQ_610570	1	4693	465.6	329
EOG0936082I	Complete	SEQ_595681	12319	17675	668.2	365
EOG0936082J	Complete	SEQ_621623	60334	62258	578.2	409
EOG0936082K	Complete	SEQ_616449	77346	82943	841.9	423
EOG0936082Y	Duplicated	SEQ_592739	17696	21291	472.2	386
EOG0936082Y	Duplicated	SEQ_597369	8136	14644	459.8	381
EOG0936082Y	Duplicated	SEQ_600496	2260	5841	490.1	379
EOG0936083D	Complete	SEQ_591289	1664	3531	643.0	442
EOG0936083O	Complete	SEQ_608070	30209	41358	738.9	372
EOG09360843	Complete	SEQ_614292	38034	42439	524.4	373
EOG0936084P	Complete	SEQ_583087	14242	21687	632.7	387
EOG0936084R	Complete	SEQ_620475	37551	39671	843.4	507
EOG0936085E	Complete	SEQ_618167	75877	84793	795.2	418
EOG0936085U	Duplicated	SEQ_583459	3816	5225	208.8	307
EOG0936085U	Duplicated	SEQ_614360	32095	34341	226.3	303
EOG0936085U	Duplicated	SEQ_618261	79734	82056	232.7	302
EOG0936086V	Complete	SEQ_581169	24188	28501	827.5	403
EOG0936086W	Complete	SEQ_580696	7837	10101	865.7	522
EOG09360877	Complete	SEQ_621302	55759	58683	522.2	315
EOG0936087S	Complete	SEQ_615730	21269	36076	645.7	417
EOG0936088K	Duplicated	SEQ_604022	15003	18903	666.9	437
EOG0936088K	Duplicated	SEQ_616616	38503	40869	721.1	440
EOG0936088P	Complete	SEQ_620775	40838	47100	841.5	444
EOG093608A7	Complete	SEQ_622045	8482	13011	653.7	448
EOG093608AK	Complete	SEQ_618241	1626	3344	639.1	425
EOG093608AS	Complete	SEQ_590195	2131	7510	650.5	435
EOG093608AU	Complete	SEQ_622298	56630	61424	888.5	545
EOG093608AX	Complete	SEQ_616033	44485	56251	543.5	334
EOG093608B1	Complete	SEQ_592230	9791	14161	758.3	431
EOG093608BO	Complete	SEQ_622609	70638	83464	757.2	537
EOG093608CS	Fragmented	SEQ_586512	1	2721	578.0	289
EOG093608FN	Duplicated	SEQ_609012	23449	30715	574.3	364
EOG093608FN	Duplicated	SEQ_617173	31812	53709	588.3	359
EOG093608FN	Duplicated	SEQ_622411	20441	23714	655.5	395
EOG093608GA	Fragmented	SEQ_616180	21135	24240	659.9	378
EOG093608GF	Complete	SEQ_610673	1	1741	669.2	359
EOG093608GT	Complete	SEQ_614970	4976	22336	463.4	337
EOG093608I9	Duplicated	SEQ_599395	626	3081	886.7	461
EOG093608I9	Duplicated	SEQ_600308	2292	4165	886.7	461
EOG093608IL	Complete	SEQ_621548	9886	14470	776.9	411
EOG093608JW	Duplicated	SEQ_617772	6706	10049	847.4	398
EOG093608JW	Duplicated	SEQ_620082	14880	20092	847.0	398
EOG093608K2	Complete	SEQ_582842	951	3448	723.2	384
EOG093608KQ	Complete	SEQ_611266	1	1851	676.8	428
EOG093608LD	Complete	SEQ_588936	14033	18287	850.5	458
EOG093608NO	Complete	SEQ_586712	1623	6441	920.0	428
EOG093608OZ	Duplicated	SEQ_606373	75253	78785	731.1	333
EOG093608OZ	Duplicated	SEQ_615851	11016	13936	727.4	333
EOG093608P1	Complete	SEQ_588874	20970	24884	682.5	389
EOG093608PC	Missing
EOG093608PU	Complete	SEQ_618813	51022	57787	542.7	409
EOG093608R5	Complete	SEQ_616581	119548	131685	661.7	365
EOG093608SZ	Complete	SEQ_618461	20704	24437	626.7	440
EOG093608T4	Complete	SEQ_620205	66	7539	531.5	358
EOG093608V7	Complete	SEQ_607561	81973	85301	813.7	406
EOG093608VJ	Complete	SEQ_620314	21707	53853	968.1	549
EOG093608WC	Complete	SEQ_606083	43978	53583	555.5	376
EOG093608XE	Complete	SEQ_609251	4896	9660	847.2	446
EOG093608XY	Complete	SEQ_588089	13997	21948	783.9	430
EOG093608YK	Complete	SEQ_600875	11642	27212	463.8	366
EOG093608ZW	Complete	SEQ_579925	4446	17054	381.1	365
EOG0936090G	Complete	SEQ_568646	7151	11111	622.1	381
EOG09360916	Complete	SEQ_595046	7161	11491	411.9	280
EOG0936091G	Complete	SEQ_580085	19861	25047	772.3	391
EOG0936091T	Missing
EOG0936092Y	Complete	SEQ_615783	94934	97418	765.5	371
EOG09360945	Complete	SEQ_615746	21246	27646	1086.4	563
EOG0936096A	Complete	SEQ_618372	29307	43117	621.5	367
EOG0936096C	Complete	SEQ_615262	82676	84862	684.6	404
EOG0936097H	Complete	SEQ_592100	2315	4835	652.6	379
EOG0936098C	Complete	SEQ_594429	408	2141	734.9	438
EOG0936098U	Fragmented	SEQ_589851	1	1116	279.3	245
EOG0936099K	Complete	SEQ_622633	44376	47936	800.8	378
EOG0936099O	Complete	SEQ_622540	97666	99768	739.4	385
EOG093609BK	Complete	SEQ_622956	16567	21283	714.5	495
EOG093609C8	Complete	SEQ_621962	3132	5641	402.4	402
EOG093609D4	Missing
EOG093609DP	Complete	SEQ_614947	29357	36341	621.8	352
EOG093609EF	Missing
EOG093609G8	Duplicated	SEQ_607422	19117	20574	591.2	335
EOG093609G8	Duplicated	SEQ_607702	38489	41943	680.6	364
EOG093609GK	Duplicated	SEQ_606291	37950	42602	728.0	355
EOG093609GK	Duplicated	SEQ_619294	34778	38473	729.9	355
EOG093609GV	Complete	SEQ_612921	14	4991	785.1	363
EOG093609HF	Complete	SEQ_622772	19834	25164	568.7	503
EOG093609HT	Missing
EOG093609I6	Fragmented	SEQ_588536	1	1203	362.5	195
EOG093609I7	Complete	SEQ_616818	34354	42202	699.3	401
EOG093609JA	Complete	SEQ_609853	4486	8850	895.5	450
EOG093609KC	Complete	SEQ_582241	3045	6221	619.1	389
EOG093609LK	Complete	SEQ_613530	47636	50573	266.5	477
EOG093609MH	Fragmented	SEQ_552030	1	2994	620.8	321
EOG093609NR	Complete	SEQ_622540	85811	88868	604.0	402
EOG093609NZ	Complete	SEQ_613369	9114	11821	321.7	363
EOG093609O4	Complete	SEQ_580565	25099	29103	811.3	437
EOG093609PH	Complete	SEQ_569146	344	1731	574.3	331
EOG093609PI	Complete	SEQ_580780	606	4601	567.9	528
EOG093609PW	Duplicated	SEQ_578586	26820	33027	542.5	972
EOG093609PW	Duplicated	SEQ_591730	25023	30602	560.9	980
EOG093609PW	Duplicated	SEQ_594639	23276	29120	522.8	1002
EOG093609Q8	Complete	SEQ_612627	16450	20246	621.6	409
EOG093609QX	Duplicated	SEQ_608512	37006	40056	390.0	394
EOG093609QX	Duplicated	SEQ_616297	34662	37765	394.8	391
EOG093609R4	Complete	SEQ_607029	21000	25978	961.6	503
EOG093609SJ	Complete	SEQ_616786	9256	12061	629.0	378
EOG093609SU	Missing
EOG093609TC	Complete	SEQ_622827	35924	42398	590.4	343
EOG093609TH	Complete	SEQ_621694	2737	4891	541.1	358
EOG093609UI	Complete	SEQ_621778	26591	30796	771.5	416
EOG093609UJ	Complete	SEQ_606753	28080	34433	804.7	402
EOG093609VP	Complete	SEQ_621885	75473	82514	776.7	403
EOG093609VT	Complete	SEQ_614802	49628	54865	582.3	363
EOG093609VZ	Complete	SEQ_582701	2738	4608	464.5	377
EOG093609WJ	Complete	SEQ_615675	10616	17420	693.7	349
EOG093609X6	Complete	SEQ_607424	94099	102522	980.4	476
EOG093609XY	Complete	SEQ_619614	14123	16363	793.5	469
EOG093609YB	Complete	SEQ_589526	14460	17766	672.9	413
EOG093609YH	Complete	SEQ_618866	119028	123554	596.8	363
EOG093609YQ	Complete	SEQ_579437	776	7299	806.6	449
EOG093609ZU	Complete	SEQ_612059	2418	5888	851.5	413
EOG09360A0R	Complete	SEQ_620105	2258	6383	620.8	345
EOG09360A16	Complete	SEQ_609178	17965	24615	707.7	384
EOG09360A2C	Complete	SEQ_609775	932	2821	841.0	404
EOG09360A2I	Complete	SEQ_585529	7050	24432	374.6	361
EOG09360A3A	Complete	SEQ_616125	32555	36479	723.3	601
EOG09360A5W	Complete	SEQ_591265	8215	10888	657.9	376
EOG09360A63	Complete	SEQ_590340	5966	12684	651.3	451
EOG09360A69	Complete	SEQ_580883	17263	19464	813.1	440
EOG09360A72	Complete	SEQ_604022	18348	24634	882.2	434
EOG09360A77	Complete	SEQ_606413	54455	66018	660.9	322
EOG09360A7J	Complete	SEQ_620493	246	2467	686.7	382
EOG09360A7L	Complete	SEQ_619017	54363	57854	652.6	385
EOG09360A7W	Complete	SEQ_618209	25181	26869	697.6	389
EOG09360A7X	Complete	SEQ_614048	7196	10401	684.1	335
EOG09360A8D	Missing
EOG09360A8J	Complete	SEQ_618727	76868	82134	743.1	446
EOG09360A9V	Complete	SEQ_621491	14960	20954	642.3	367
EOG09360AA1	Complete	SEQ_619413	4293	6831	683.3	364
EOG09360AAI	Complete	SEQ_604436	2392	8881	533.3	301
EOG09360AAM	Complete	SEQ_606474	54016	55670	556.9	374
EOG09360AC9	Fragmented	SEQ_621863	1999	14535	519.4	322
EOG09360ADB	Complete	SEQ_592692	51653	54186	787.0	471
EOG09360ADD	Duplicated	SEQ_583578	14236	17356	724.2	355
EOG09360ADD	Duplicated	SEQ_591850	45365	48185	717.5	355
EOG09360AE6	Complete	SEQ_618628	6266	9822	545.8	288
EOG09360AEU	Complete	SEQ_596423	14857	20691	696.2	381
EOG09360AH1	Complete	SEQ_607116	89989	93528	702.6	358
EOG09360AI2	Missing
EOG09360AJ0	Duplicated	SEQ_602591	58993	64253	600.0	368
EOG09360AJ0	Duplicated	SEQ_611233	3247	5381	601.1	374
EOG09360AKC	Complete	SEQ_587598	15656	19184	614.5	391
EOG09360AKZ	Missing
EOG09360ALA	Complete	SEQ_619433	51508	54305	795.2	361
EOG09360ALP	Complete	SEQ_609941	2719	5389	745.3	387
EOG09360ALT	Complete	SEQ_594751	15178	28266	900.0	415
EOG09360AMJ	Complete	SEQ_596423	32908	37751	660.7	399
EOG09360AN8	Complete	SEQ_612275	7399	9781	516.1	325
EOG09360ANA	Complete	SEQ_613912	25196	31867	611.1	390
EOG09360ANO	Complete	SEQ_618460	86675	95115	416.9	357
EOG09360AQ0	Complete	SEQ_617586	11176	16580	552.4	333
EOG09360AQO	Complete	SEQ_616332	21112	24523	531.0	299
EOG09360ARD	Complete	SEQ_621657	38531	51087	457.2	356
EOG09360ARK	Complete	SEQ_586280	2236	5788	620.6	479
EOG09360ASH	Complete	SEQ_619202	13866	19216	526.5	299
EOG09360ATC	Complete	SEQ_606164	52666	55927	642.7	335
EOG09360AW4	Missing
EOG09360AW9	Complete	SEQ_621150	19813	29107	499.4	328
EOG09360AWB	Duplicated	SEQ_611193	17365	21505	802.2	408
EOG09360AWB	Duplicated	SEQ_614453	24710	33917	790.8	408
EOG09360AWI	Complete	SEQ_616445	8026	13966	720.2	359
EOG09360AWP	Complete	SEQ_619478	3166	8712	493.2	336
EOG09360AWY	Complete	SEQ_616581	34734	49974	404.5	288
EOG09360AX2	Complete	SEQ_608205	38372	40170	651.2	376
EOG09360AXR	Complete	SEQ_619412	78702	88522	242.6	211
EOG09360AYE	Complete	SEQ_613635	14093	16982	492.9	367
EOG09360B27	Complete	SEQ_609215	1	4731	639.4	405
EOG09360B3J	Complete	SEQ_613031	9193	13791	736.3	359
EOG09360B3R	Complete	SEQ_614214	15191	21062	484.4	323
EOG09360B40	Complete	SEQ_607214	36665	38318	576.2	369
EOG09360B41	Complete	SEQ_617143	13848	27493	455.7	311
EOG09360B47	Complete	SEQ_608547	16715	20062	681.0	305
EOG09360B4E	Complete	SEQ_621886	50847	53855	240.5	271
EOG09360B4I	Complete	SEQ_622813	93121	97338	434.8	364
EOG09360B4L	Complete	SEQ_616230	44138	46328	632.5	379
EOG09360B4S	Complete	SEQ_617060	3276	5553	478.2	287
EOG09360B4Z	Missing
EOG09360B5K	Complete	SEQ_583197	6586	8748	421.7	353
EOG09360B5S	Complete	SEQ_622363	4392	8721	441.2	310
EOG09360B6P	Complete	SEQ_619285	14966	17563	832.7	562
EOG09360B71	Complete	SEQ_588383	32327	34970	480.9	275
EOG09360B8J	Missing
EOG09360B9U	Complete	SEQ_609188	16757	21184	714.3	394
EOG09360BA6	Fragmented	SEQ_591846	1	1590	721.8	322
EOG09360BAH	Complete	SEQ_599379	37453	52359	621.6	412
EOG09360BAZ	Complete	SEQ_608413	33527	37393	581.7	345
EOG09360BDG	Complete	SEQ_612598	4877	7061	675.9	355
EOG09360BEF	Complete	SEQ_619978	4806	7629	552.8	327
EOG09360BEL	Complete	SEQ_580547	5496	7060	726.2	347
EOG09360BEM	Missing
EOG09360BFF	Complete	SEQ_604441	41196	51860	779.9	393
EOG09360BG3	Complete	SEQ_611546	1912	6601	712.7	452
EOG09360BGE	Complete	SEQ_594890	6116	10215	538.7	322
EOG09360BGG	Complete	SEQ_609159	8446	11901	491.7	296
EOG09360BGW	Duplicated	SEQ_579935	23816	33990	461.4	359
EOG09360BGW	Duplicated	SEQ_613002	15924	28667	436.6	346
EOG09360BI5	Complete	SEQ_612460	81	2216	346.5	208
EOG09360BID	Duplicated	SEQ_614974	1069	2801	506.6	330
EOG09360BID	Duplicated	SEQ_622808	44816	47762	532.5	315
EOG09360BIG	Complete	SEQ_622049	15845	21804	583.0	346
EOG09360BJ2	Complete	SEQ_606480	20148	27931	540.4	329
EOG09360BJO	Complete	SEQ_581288	1387	16781	674.4	413
EOG09360BKS	Fragmented	SEQ_593305	8933	9639	347.3	183
EOG09360BLH	Complete	SEQ_620193	5759	8881	514.3	308
EOG09360BM8	Complete	SEQ_619604	17976	20122	607.4	350
EOG09360BN6	Duplicated	SEQ_592692	77406	82535	718.1	395
EOG09360BN6	Duplicated	SEQ_618175	110141	115428	669.0	395
EOG09360BNI	Complete	SEQ_582913	2693	8621	637.0	346
EOG09360BOH	Complete	SEQ_622724	95702	101043	761.1	411
EOG09360BPW	Duplicated	SEQ_616138	11606	15280	425.1	264
EOG09360BPW	Duplicated	SEQ_617258	1014	5621	478.6	269
EOG09360BQM	Fragmented	SEQ_610352	1	4194	305.8	216
EOG09360BQU	Complete	SEQ_601690	6456	12333	668.0	400
EOG09360BR4	Complete	SEQ_611352	19187	21928	421.8	262
EOG09360BRK	Complete	SEQ_583755	3596	8721	876.4	458
EOG09360BRS	Complete	SEQ_583565	15698	20873	288.5	381
EOG09360BSY	Complete	SEQ_590377	106	2415	617.9	333
EOG09360BT4	Complete	SEQ_622642	6106	25004	716.0	405
EOG09360BTH	Complete	SEQ_591079	40077	42616	627.8	370
EOG09360BVG	Complete	SEQ_594089	37653	41029	666.5	385
EOG09360BWZ	Complete	SEQ_612458	59381	67353	565.6	391
EOG09360BY2	Complete	SEQ_616451	42555	44984	450.5	294
EOG09360BY3	Complete	SEQ_590220	5188	10801	577.7	411
EOG09360BYN	Complete	SEQ_617812	102447	105057	337.9	261
EOG09360BYY	Complete	SEQ_608621	1	4431	357.8	244
EOG09360BZ0	Complete	SEQ_602875	47058	49211	654.1	330
EOG09360C0Z	Complete	SEQ_608034	3906	6806	733.3	498
EOG09360C3E	Fragmented	SEQ_555717	80	1334	377.1	195
EOG09360C3K	Complete	SEQ_574421	5356	11943	617.6	346
EOG09360C5R	Complete	SEQ_612712	3296	11597	727.0	499
EOG09360C5Z	Complete	SEQ_622488	20344	24320	651.0	337
EOG09360C61	Complete	SEQ_607125	8326	10138	340.6	261
EOG09360C6T	Complete	SEQ_597398	1356	11903	664.5	413
EOG09360C7E	Complete	SEQ_622053	120439	127200	608.6	294
EOG09360C7N	Complete	SEQ_618442	115114	117630	564.1	311
EOG09360C8Y	Complete	SEQ_613358	23947	26341	584.4	332
EOG09360CCO	Complete	SEQ_609244	10966	16947	703.8	365
EOG09360CCQ	Fragmented	SEQ_615647	14205	17344	370.7	247
EOG09360CDH	Complete	SEQ_607788	54314	56576	648.8	320
EOG09360CEB	Complete	SEQ_607727	49664	53679	526.8	292
EOG09360CEF	Complete	SEQ_608205	82569	86925	610.6	316
EOG09360CFL	Missing
EOG09360CG1	Complete	SEQ_618646	20773	37978	560.5	361
EOG09360CG3	Duplicated	SEQ_603294	9943	13941	324.7	296
EOG09360CG3	Duplicated	SEQ_613465	18453	23476	304.2	247
EOG09360CG3	Duplicated	SEQ_621094	7400	14701	299.4	246
EOG09360CGS	Complete	SEQ_619044	36072	39529	640.0	350
EOG09360CH3	Missing
EOG09360CHA	Complete	SEQ_607073	256	5166	439.9	262
EOG09360CI2	Complete	SEQ_615527	56411	60706	632.2	358
EOG09360CK0	Complete	SEQ_606610	22635	29366	555.8	288
EOG09360CMF	Complete	SEQ_621827	3290	7971	415.4	303
EOG09360CMK	Complete	SEQ_622301	29462	32642	545.5	329
EOG09360CMV	Complete	SEQ_622801	4985	8990	608.9	296
EOG09360CNG	Complete	SEQ_621420	116131	120048	539.4	404
EOG09360CNL	Duplicated	SEQ_611686	42424	48075	633.0	343
EOG09360CNL	Duplicated	SEQ_618261	49945	54257	545.6	342
EOG09360CNL	Duplicated	SEQ_622057	19782	26944	635.4	342
EOG09360CP3	Complete	SEQ_622906	851	3511	711.4	438
EOG09360CPN	Complete	SEQ_618768	17271	25032	572.1	296
EOG09360CRR	Complete	SEQ_619989	110497	113892	397.3	325
EOG09360CTZ	Complete	SEQ_615930	24511	29411	394.2	507
EOG09360CVE	Complete	SEQ_475896	3891	5511	339.8	322
